gse,titel,zusammenfassung,n_proben,typ,taxon,datum,achse,urteil,code,begruendung
GSE35095,Gene expression profiling of PC3 cells stably expressing ERbeta1 and ERbeta2,"The estrogen receptor (ER)β1 is successively lost during cancer progression, whereas its splice variant, ERβ2, is expressed in advanced prostate cancer. The latter form of cancer often metastasizes to bone, and we wanted to investigate whether the loss of ERβ1 and/or the expression of ERβ2 affect such signaling pathways in prostate cancer. Using PC3 and 22Rv1 prostate cancer cell lines that stably express ERβ1 or ERβ2, we found that the ERβ variants differentially regulate genes known to affect tumor behavior. We found that ERβ1 repressed the expression of the bone metastasis regulator Runx2 in PC3 cells. By contrast, RUNX2 expression was up-regulated at the mRNA level by ERβ2 in PC3 cells, whereas Slug was up-regulated by ERβ2 in both PC3 and 22Rv1 cells. In addition, the expression of Twist1, a factor whose expression strongly correlates with high Gleason grade prostate carcinoma, was increased by ERβ2. In agreement with the increased Twist1 expression, we found increased expression of Dickkopf homolog 1; Dickkopf homolog 1 is a factor that has been shown to increase the RANK ligand/osteoprotegerin ratio and enhance osteoclastogenesis, indicating that the expression of ERβ2 can cause osteolytic cancer. Furthermore, we found that only ERβ1 inhibited proliferation, whereas ERβ2 increased proliferation. The expression of the proliferation markers Cyclin E, c-Myc, and p45(Skp2) was differentially affected by ERβ1 and ERβ2 expression. In addition, nuclear β-catenin protein and its mRNA levels were reduced by ERβ1 expression. In conclusion, we found that ERβ1 inhibited proliferation and factors known to be involved in bone metastasis, whereas ERβ2 increased proliferation and up-regulated factors involved in bone metastasis. Thus, in prostate cancer cells, ERβ2 has oncogenic abilities that are in strong contrast to the tumor-suppressing effects of ERβ1.",10.0,Expression profiling by array,Homo sapiens,,CCD_CMPD,HAND,-,Handsichtung
GSE9160,Gene Expression Across the Human Growth Plate,"Chondrocytes advance through the long bone growth plate in synchrony, allowing their segregation into one of four zones each corresponding to a different phase of maturation. Beginning from the epiphysis the recognized zones are: reserve, proliferative, prehypertrophic, and hypertrophic. A fifth zone, the perichondrium is located in apposition to the growth plate at its circumferential surface. The progression of chondrocytes through these zones, and hence growth, is regulated by a complex interplay of signaling pathways, defects in which lead to osteochondrodysplasias. At present, there are over 370 recognized skeletal disorders, slightly more than half of which have been explained at the molecular level. Through a combination of laser microdissection, linear mRNA amplification, and GeneChip analysis, our laboratory has acquired the zone specific expression profile of chondrocytes from the distal femoral growth plates of two normal patients. On average, transcripts interrogated by 12,193 or 18,454 GeneChip probe sets (out of a possible 54,000 probe sets) were present in patients 1 and 2, respectively. The homologous inter-array correlations for the log(2) intensities were ≥ 0.91±0.01. Keywords: Chondrocyte differentiation program.",10.0,Expression profiling by array,Homo sapiens,,FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE40942,Fetal mesenchymal stromal cells differentiating towards chondrocytes acquire a gene expression profile resembling human growth plate cartilage.,"We used human fetal bone marrow-derived mesenchymal stromal cells (hfMSCs) differentiating towards chondrocytes as an alternative model for the human growth plate (GP). Our aims were to study gene expression patterns associated with chondrogenic differentiation to assess whether chondrocytes derived from hfMSCs are a suitable model for studying the development and maturation of the GP. hfMSCs efficiently formed hyaline cartilage in a pellet culture in the presence of TGFB3 and BMP6. Microarray and principal component analysis were applied to study gene expression profiles during chondrogenic differentiation. A set of 232 genes was found to correlate with in vitro cartilage formation. Several identified genes are known to be involved in cartilage formation and validate the robustness of the differentiating hfMSC model. KEGG pathway analysis using the 232 genes revealed 9 significant signaling pathways correlated with cartilage formation. To determine the progression of growth plate cartilage formation, we compared the gene expression profile of differentiating hfMSCs with previously established expression profiles of epiphyseal GP cartilage. As differentiation towards chondrocytes proceeds, hfMSCs gradually obtain a gene expression profile resembling epiphyseal GP cartilage. We visualized the differences in gene expression profiles as protein interaction clusters and identified many protein clusters that are activated during the early chondrogenic differentiation of hfMSCs showing the potential of this system to study GP development. To determine the progression of growth plate cartilage formation, we compared the gene expression profile of differentiating hfMSCs with previously established expression profiles of epiphyseal GP cartilage. As differentiation towards chondrocytes proceeds, hfMSCs gradually obtain a gene expression profile resembling epiphyseal GP cartilage. We visualized the differences in gene expression profiles as protein interaction clusters and identified many protein clusters that are activated during the early chondrogenic differentiation of hfMSCs showing the potential of this system to study GP development.",10.0,Expression profiling by array,Homo sapiens,,FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE146904,Lumbar intervertebral disc mRNA sequencing identifies the regulatory pathway in patients with disc herniation and spondylolisthesis,"Here, we show results from next generation RNA sequencing (RNA-seq) on mRNA isolated from 10 human nucleus pulposus (NP) samples of lumbar degenerated discs (DH and DS; n=5 for each tissue) and other musculoskeletal tissues (Bone, cartilage, growth plate, and muscle; n=7 for each tissue). Pathway and network analyses based on gene ontology (GO) terms were used to identify the biological functions of differentially expressed mRNAs. A total of 701 genes were found to be significantly upregulated in lumbar NP tissue compared to other musculoskeletal tissues. These differentially expressed mRNAs were primarily involved in DNA damage, immunity and G1/S transition of mitotic cell cycle. Interestingly, DH-specific signaling genes showed major network in chemotactic (e.g., CXCL10, CXCL11, IL1RL2 and IL6) and matrix-degrading pathway (e.g., MMP16, ADAMTSL1, 5, 8, 12, and 15), while DS-specific signaling genes were found to be those involved in cell adhesion (e.g., CDH1, EPHA1and EFNA2) and inflammatory cytokines (e.g., CD19, CXCL5, CCL24, 25 and XCL2). Our findings provide new leads for therapeutic drug discovery that would permit optimization of medical or pharmacological intervention for cases of lumbar DDD.",10.0,Expression profiling by high throughput sequencing,Homo sapiens,,FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE58435,Amniotic fluid RNA gene expression profiling provides insights into the phenotype of Turner syndrome,"Background: Turner syndrome, a common sex chromosome aneuploidy, has characteristics and malformations associated with the phenotype.  Fetal amniotic fluid is a complex biological material that could contribute to the understanding Turner syndrome pathogenesis.  Global gene expression analysis of Turner syndrome fetal amniotic fluid supernatant was utilized to identify organ systems and specific genes that may play a role in the pathophysiologic changes that are seen in individuals with Turner syndrome. Methods: Global gene expression analysis was performed utilizing cell-free RNA from five midtrimester fetuses with Turner syndrome matched with five euploid female fetuses.  Total RNA was extracted, amplified, hybridized onto GeneChip® Human Genome U133 Plus 2.0 arrays.  Network and pathway analysis of differentially expressed genes were completed.  Chromosomal distribution of gene expression differences, differential expression by pathway and organ system (a “Turner syndrome core transcriptome”), and candidate genes that could play a pathological role were identified. Results: There were 470 differentially expressed genes identified in the Turner syndrome transcriptome.   The differentially expressed genes were distributed randomly across different chromosomes.  Among genes on the X chromosome, XIST was down-regulated, and SHOX not differentially expressed.  The most highly represented organ systems were hematologic/immune and neurologic.  Increased representation of differentially expressed genes in the hematologic/immune system distinguishes the Turner syndrome transcriptome from the euploid, trisomy 18 and trisomy 21 transcriptomes previously studied in our laboratory.  Manual curation of the differentially expressed gene list identified genes including NFATC3, IGFBP5, and LDLR that warrant further study.",10.0,Expression profiling by array,Homo sapiens,,SHOX,HAND,-,Handsichtung
GSE62914,Efficient generation of stable chondrocytes from human iPSC through early induction of a pre-chondrogenic population,"Regeneration of human cartilage is inherently inefficient; an abundant autologous source like human induced pluripotent stem cells (hiPSC) is therefore attractive for engineering cartilage. Here, we report a defined growth factor based protocol for differentiating hiPSC into articular-like chondrocytes within two weeks with a high efficiency. The hiPSC-derived chondrocytes (hiChondrocytes) are stable and comparable to adult articular chondrocytes in global gene expression, extracellular matrix production and in their ability to generate cartilage tissue in vitro and in immune-deficient mice. Molecular characterization identified an early Sox9lowCD44lowCD140low pre-chondrogenic mesodermal population during hiPSC differentiation that eventually generates a homogenous population of Sox9highCD44highCD140high hiChondrocytes. Additionally, global gene expression analyses revealed two distinct Sox9-regulated gene networks in the Sox9low and Sox9high populations providing novel molecular insights into chondrogenic fate commitment and differentiation. Our findings present a favorable method for generation of hiPSC-derived articular chondrocytes in terms of safety and efficiency.",10.0,Expression profiling by array,Homo sapiens,,CCD_CMPD,HAND,-,Handsichtung
GSE147791,Glutamine addicted myeloma cells inhibits osteoblastic differentiation of bone marrow mesenchymal stromal cells limiting asparagine availability.,"Osteolytic lesions with suppression of osteoblastic (OB) differentiation are hallmarks of multiple myeloma (MM). Most recently, Gln availability has been found to be essential to sustain bone mass formation in murine models. On the other hand, MM cells are Gln-addicted and consume huge amounts of the amino acid, leading to a partial Gln depletion in the bone marrow (BM) plasma. We hypothesize that MM-dependent Gln depletion contributes to the defective OB differentiation characteristic of MM. Conversely, GLS (both KGA and GAC isoforms) and SLC38A2, the gene for the concentrative Gln transporter SNAT2, were induced. Consistent with this conclusion, the activity of SNAT2 was absent in undifferentiated hMSCs but well detectable after 14 days of OB differentiation, when total Gln uptake was also increased. Under the same conditions, OB differentiation markers (RUNX2, COL1A1, ALPL expression and ALPL activity or staining) were significantly induced but their expression was blunted by incubation in low-Gln (0.4 mM) medium or in the presence of the SNAT2 inhibitor MeAIB. The incubation in Gln-free D-MEM suppressed the induction of GLS and SLC38A2 along with OB differentiation, which was restored by the supplementation of Non-Essential Amino Acids (NEAA). Among NEAA, only asparagine (Asn) was able to rescue OB differentiation in the absence of Gln. The determination of intracellular amino acids with MS indicated that OB differentiation was associated with the increase of cell Asn, without significant changes of Gln, glutamate (Glu) or aspartate (Asp). Asparagine Synthetase (ASNS), the Gln-dependent enzyme that accounts for Asn synthesis, was also found induced during OB differentiation of hMSCs.   Gene Expression Profiles of primary BM hMSCs and OBs from bone biopsies of both healthy donors and MM patients indicated that GLS, ASNS, and SLC38A2 are more expressed in OBs, while the expression of GLUL, the gene for GS, is higher in undifferentiated hMSCs from healthy donors.   Overall, these results indicate that (1) OB differentiation of hMSCs is Gln-dependent; (2) the partial Gln depletion, imposed by Gln-addicted MM cells in the BM microenvironment, contributes to the impairment of osteoblastic differentiation of hMSCs; (3) hindrance of differentiation may depend on the limited availability of intracellular Asn derived from Gln-dependent ASNS. These results support the evidence that Gln addiction of MM cells affects bone microenvironment leading to the inhibition of OB differentiation and, consequently, to the development of MM bone disease.",9.0,Expression profiling by array,Homo sapiens,,OI|CCD_CMPD,HAND,-,Handsichtung
GSE190193,Next Generation Sequencing of SARS-CoV-2 infected lung epithelial cells derived from iPSC,"We present evidence on how a lung epithelial cell culture system based on human induced pluripotent stem cells (hiPSC) could emerge as a relevant and sensitive platform for modelling SARS-CoV-2 infection. In order to develop a human model system, we differentiated hiPSC into lung epithelial lineage (airway and alveolar cells) through a three-step protocol. De novo generated cells were authenticated by spatiotemporal expression of stage specific markers including SOX2, FOXJ1 and CC10 in proximal cells and SOX9, FOXP2, SFTPC, MUC5AC, and CC10 in distal cells. Further we showed upregulation of ACE2 and TMPRSS2, the two proteins responsible for SARS-CoV-2 binding and invasion into the host lung in our iPSC-derived proximal and distal lung epithelial cells. In order to find out whether our in-house created lung cell culture system was permissive to SARS-CoV-2 infection, two viral doses representing two multiplicities of infections (MOIs) was tested. Plaque assay, RT-PCR, and ICC results demonstrated that the virus was able to enter and replicate inside these cells in a reproducible manner. Further, transcriptomics (RNA seq) data uncovered a robust epithelial cell-specific response to virus infection including perturbation of metabolic processes, disruption in alveolar and airway maturation program, in addition to the well-known upregulation of antiviral defense and immune responses.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,CCD_CMPD,HAND,-,Handsichtung
GSE17368,Epiphyseal cartilage,"Chondrocytes from extra fingers exhibited a high proliferative capacity: the cells reached to population doublings (PD) 30-35 within 4 weeks before replicative senescence. The propagated cells formed hyaline cartilage at 2 weeks after subcutaneous implantation of NOD/Scid/IL-2 receptor gamma knock out (NOG) mice, and the generated cartilage showed enchondral ossification at 8 to 12 weeks. The cartilage formation with osteogenesis depends on the number of cell division in vitro.  Keywords: NCCH BioResource",9.0,Expression profiling by array,Homo sapiens,,FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE121238,Transciptomic profiling of human fetal lung samples,"Fibroblast Growth Factor (FGF) signaling plays an important role in lung organogenesis. Over recent decades, FGF signaling in lung development has been extensively studied in animal models. However, little is known about the expression, localization and functional roles of FGF ligands during human fetal lung development. Therefore, we aimed to determine the expression and function of several FGF ligands and receptors in human lung development. Using in situ hybridization (ISH) and RNA-sequencing, we assessed their expression and distribution in native human fetal lung. Human fetal lung explants were treated with recombinant FGF7, FGF9 or FGF10 in air-liquid interface culture. Explants were analyzed grossly, to observe differences in branching pattern, as well as at the cellular and molecular level. ISH demonstrated that FGF7 is expressed in both the epithelium and mesenchyme; FGF9 is mainly localized in the distal epithelium, whereas FGF10 demonstrated diffuse expression throughout the parenchyma with some expression in the smooth muscle cells (SMCs). FGFR2 expression was high in both proximal and distal epithelial cells as well as the SMCs. FGFR3 was expressed mostly in the epithelial cells, with lower expression in the mesenchyme, while FGFR4 was highly expressed throughout the mesenchyme and in the distal epithelium. Using recombinant FGFs, we demonstrated that FGF7 and FGF9 had similar effects on human fetal lung as on mouse; however, FGF10 caused the human explants to expand and form cysts as opposed to inducing epithelial branching as seen in the mouse. In conjunction with decreased branching, treatment with recombinant FGF7, FGF9 and FGF10 also resulted in decreased double-positive SOX2/SOX9 progenitor cells, which are exclusively present in the distal epithelial tips in early human fetal lung. Although FGF ligand localization may be somewhat comparable between developing mouse and human lungs, their functional roles may differ substantially.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,FGFR3|CCD_CMPD,HAND,-,Handsichtung
GSE222109,Recapitulation of endochondral ossification by human pluripotent stem cell-derived SOX9+ sclerotomal progenitors,"Regeneration of human cartilage and bone remains a challenge due to the limitations from current stem cell sources. Here, we developed a four-day differentiation strategy that achieved near uniform derivation (>98.5%) of SOX9+ sclerotomal progenitors from multiple human pluripotent stem cells (hPSCs). Importantly, SOX9+ sclerotomal progenitors exhibited typical bipotential of mesenchymal progenitors during skeletal development. Upon lineage-specific induction, they were able to differentiate either into chondroprogenitors that could repair articular cartilage defects and  early chondrocytes that could undergo endochondral ossification for human bone formation. Furthermore, we identified ITGA9 as the specific surface marker that facilitated reporter-independent isolation of SOX9+ sclerotomal progenitors and established an in vitro culture system that could expand these cells for at least 15,000-fold. Collectively, these findings highlight the SOX9+ sclerotomal progenitors as a promising stem cell source for next-generation human cartilage/bone bioengineering.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,CCD_CMPD,HAND,-,Handsichtung
GSE69206,Comparing effects of perfusion and hydrostatic pressure on human chondrocytes using gene profiles,"Hydrostatic pressure and perfusion have been shown to alter the chondrogenic potential of articular chondrocytes. In order to compare the effects of hydrostatic pressure plus perfusion (HPP) and perfusion (P) we investigated the complete gene expression profiles of human chondrocytes under HPP and P. A simplified bioreactor was constructed applying loading (0.1 MPa for 2 h) and perfusion (2ml) through the same piping by pressurizing the medium directly. High-density monolayer cultures of human chondrocytes were exposed to HPP or P for 4 days. Controls were maintained in static culture. Gene expression was evaluated by sequencing (RNAseq) and quantitative real-time PCR analysis. RNAseq identified similarities between the two treatments. Specifically, HPP and P increased COL2A1 expression and decreased COL1A1 and MMP-13 expression. Despite of the similarities, RNAseq revealed a list of cartilage genes including ACAN, ITGA10 and TNC, which were differentially expressed by HPP and P. Of these candidates adhesion related molecules were found to be upregulated in HPP. Both HPP and P treatment had beneficial effects on chondrocyte differentiation and decreased catabolic enzyme expression. The study provides new insight into how hydrostatic pressure and perfusion enhance cartilage differentiation and inhibit catabolic effects",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,OI,HAND,-,Handsichtung
GSE64752,Long-term expandable SOX9+ chondrogenic ectomesenchymal cells from human pluripotent stem cells,"Purpose: We have succeeded in the generation and long-term expansion of SOX9-expressing CD271+PDGFRa+CD73+ chondrogenic ectomesenchymal cells from the PAX3/SOX10/FOXD3-expressing MIXL1-CD271hiPDGFRaloCD73- neural crest-like progeny of human pluripotent stem cells in a chemically defined medium supplemented with Nodal/Activin/TGFb inhibitor (SB) and FGF2 (hereafter called FSB). When “primed” with TGFb, such cells efficiently formed translucent cartilage particles, which were completely mineralized in 12 weeks in immunocompromized mice. Under the FSB condition, ectomesenchymal cells were expandable without loss of chondrogenic potential for at least 16 passages, maintained normal karyotype for at least 10 passages, which any conditions deviated from it (e.g. FGF2 alone or SB alone) failed to support. In order to address the molecular basis of such effects of FSB, a series of RNA-seq experiments were carried out. Methods: We generated and compared the transcriptome profiles of human ectomesenchymal cells expanded under FSB  with those cultured under FSB first then under FGF2 alone (F).  As a control, we also generated transcriptome of ectomesenchymal cells expanded from the begining under F conditions. RNA-sequencing libraries were prepared using a SureSelect Strand Specific RNA Library Preparation kit (Agilent technologies, Santa Clara, CA). Sequencing was performed on an Illumina HiSeq 1500 using a TruSeq Rapid SBS kit (Illumina, San Diego, CA) in a 50-base single-end mode. Sequenced reads were mapped against the human reference genome (GRCh37), using TopHat v2.0.12 (http://ccb.jhu.edu/software/tophat/index.shtml). Expression levels were calculated as fragments per kilobase of exon per million mapped fragments (FPKMs) using Cufflinks v2.1.1 (http://cole-trapnell-lab.github.io/cufflinks). Results: Ectomesenchymal cells maintained under FSB conditions preferentially expressed genes representing embryonic progenitors (SOX4/12, LIN28A/B, MYCN), cranial mesenchymes (ALX1/3/4) and chondroprogenitors (SOX9, COL2a1) of the neural crest origin (SOX8/9, NGFR, NES). In contrast, those cultured under FSB then F, still expressed SOX4/11/12, but lost LIN28, MYCN, ALX1/3/4, NGFR, COL2a1 expression. Interestingl it enhances expresion ofTGFβ-inducible genes such as THBS1/2 and DCN  and osteogenesis-related genes such as  COL1a1/2 and RUNX1/2. Conclusions: The CD271+CD73+ ectomesenchymal cells accumulated under FSB conditions possess an mRNA profile of proliferating primitive neural crest/ectomesenchymal cells, although they lacked SOX10 expression, which is critical for neural and melanocytic lineage commitment. Transition from FSB to F conditions supressed the proliferation-related genes expression and enhanced the ossification/mineralization, vasculogenesis/angiogenesis, and cardiac myogenesis-related gene expression. Thus, suppression of TGFβ signaling by SB does not seem to freeze the developmental stage of the hPSC-derived neural crest during expansion. Such suppression may instead simply support the high proliferative potential of the cells as well as the expression of SOX9 (and COL2a1), and thereby maintain chondrogenic activity. SOX9 expression initiated at the specification and pre-migratory stages is transient in trunk neural crest but persists in cranial neural crest. The chondrogenic CD271+CD73+ ectomesenchymal cells that maintain SOX9 transcription and translation may therefore represent proliferating cranial neural crest, with a slight commitment to non-neural lineages.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,OI|CCD_CMPD,HAND,-,Handsichtung
GSE61113,Surface Topography Enhances Differentiation of Mesenchymal Stem Cells Towards Osteogenic and Adipogenic Lineages,"Surface topography impacts on cell growth and differentiation, but it is not trivial to generate homogeneous surface structures and to define the specific morphological parameters of relevance. In this study, we have compared gene expression profiles of mesenchymal stem cells (MSCs) on nanostructured groove/ridge surfaces. Patterns were generated in polyimide using multi beam laser interference. These structures affected cell size and orientation of human MSCs. Furthermore, the nano-patterns with a periodicity of 650 nm increased differentiation towards osteogenic and adipogenic lineages. However, in absence of differentiation media the surface structures did neither induce differentiation, nor lineage-specific gene expression changes – as assessed by genome wide gene expression profiles with Affymetrix microarray technology. Our results demonstrate that grooves and ridges at a periodicity of 650 nm enhance the propensity of MSCs to differentiate towards adipogenic and/or osteogenic lineages – but they do not directly govern lineage-specific gene expression changes.",9.0,Expression profiling by array,Homo sapiens,,MPS,HAND,-,Handsichtung
GSE283407,Paracrine regulation of pancreatic cancer cell response to chemotherapy by GLI2-Collagen I signaling,"Despite the well described role of non-cellular components of the tumor microenvironment (TME) in regulating tumor growth, the molecular events dictating expression and biological functions of key components of the TME remain elusive. Here, using pancreatic cancer (PC) models, we describe a novel mechanism through which the zinc finger transcription factor GLI2 in cancer associated fibroblasts (CAFs) induces expression of COL1A1, which is a major component of Collagen I and the most abundant collagen variant in the tumor milieu. Bulk and single nuclei RNA-seq showed that GLI2 expression in CAF strongly correlates with COL1A1 levels, fibrosis, and CAF activation. ChIP-qPCR and expression studies of the PC matrisome identified COL1A1 as the direct target of GLI2 in CAFs. We also provide evidence that GLI2 is an effector that mediates COL1A1 induction by transforming growth factor β1 (TGFβ1). RNA-seq analysis of PC cells treated with Collagen I revealed enrichment of chemotherapeutic gene expression profiles, which includes irinotecan resistance signature. Viability studies confirmed that Collagen I promotes irinotecan resistance in PC cells. Altogether, our results uncover a novel role for the TGFβ1-GLI2 axis within CAFs to modulate Collagen I expression and promote chemoresistance in PC cells. Our findings increase our understanding of the complex molecular network operating in the TME.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,OI,HAND,-,Handsichtung
GSE224139,"Single, off-the-shelf treatment of Neuropathic Mucopolysaccharidoses with iPSC-derived microglia",This SuperSeries is composed of the SubSeries listed below.,9.0,Expression profiling by high throughput sequencing,Homo sapiens,,MPS,HAND,-,Handsichtung
GSE227119,Identification of key genes and signaling pathways in microtia by the analysis of transcriptomics,"Microtia is a complex congenital defect which is one of the most common birth defects in the world. Depending on the degree of deformity, microtia can be divided into many types. However, it is not clear whether the different degrees of microtia share the same underlying mechanism. The present study detected transcriptomic profiles of auricular cartilage tissues in 6 patients with mild and severe malformation and 3 control auricular cartilage tissues by RNA-seq technology. Relative mRNA abundances were compared and evaluated for their function and putative involvemen.t in microtia. A total of 1058, 1648 and 1150 differentially expressed genes respectively in the group of MIC-Ⅱ-vs-NOR, MIC-Ⅲ-vs-NOR and MIC-Ⅲ-vs-MIC-Ⅱwere identified. Bioinformatics analysis demonstrated that some of these genes showed potential associations with microtia. In the MIC-Ⅱ microtia, the changed biological processes mainly enriched in mitosis. And in the MIC-Ⅲ microtia, the changed biological processes not only enriched in mitosis but also in migration. The key genes, IL-6 and COMP, and key signaling pathway, PI3K-AKT signaling pathway, were found to be dysregulated, which could contribute to microtia. The present study was a report on the transcriptomic analysis of microtia using the auricular samples from different degrees of microtia. Additional studies are required to clarify the roles of potential key genes in microtia.",9.0,Expression profiling by high throughput sequencing,Homo sapiens,,PSACH_MED,HAND,-,Handsichtung
GSE145048,"GDF5+ chondroprogenitors derived from human pluripotent stem cells, which  resemble embryonic teno/ligamento-genic cells, preferentially form permanent chondrocytes","Background: Human pluripotent stem cells (hPSCs) give rise to chondrogenic activity in culture. Such activity was found in mesodermal and neural crest like progeny of hPSCs, and readily expanded as SOX9+ msenchymal cells in a medium containing FGF2.  However, once expanded, the type of chondrocytes they perfer to form is growth plate-ike transient chondrocytes that are destined to form bone. However, we have recently developed a method to generate GDF5+ mesenchymal cells from such SOX9+ cells which ehibit activity to preferentially form articular-like permanent chondrocytes.  The aim of the present prospective follow-up study was to reveal the cell-type and developmental origin of the GDF5+ cells as well as the SOX9+ cells. Methods: Paraxial mesoderm was generated from human PSCs, purified by FACS, and expanded to generate SOX9+ chondroprogenitors.  Then, the SOX9+ cells were further differentiated into joint progenitor-like GDF5+ chondroprogenitors.  These two chondroprogenitors were subjcted to bulk RNA-seq. Results: Based on the transcriptomic data, we examined differentially expressed genes, cell-type deconvolution analysis, and cell-type correlation analysis. The results suggested that GDF5+ cells might contain a teno/ligamento-genic potential (e.g., SCX+ cells), while SOX9+ cells were related to (neural crest-derived) ectomesenchymal chondroprogenitors. The followup biological analyses indicated as follows. The fast-growing SOX9+ cells formed cartilage that expressed chondrocyte hypertrophy markers and was readily mineralized after ectopic transplantation. In contrast, the slowly-growing GDF5+ cells were derived from SOX9+ cells. They formed cartilage that tended to express low to no chondrocyte hypertrophy markers, while expressing PRG4, a marker of embryonic articular chondrocytes, and to remain largely unmineralized in vivo. Conclusions: Our results imply that GDF5+ cells specified to generate permanent-like cartilage are likely to emerge in association with the commitment of SOX9+ cells to the tendon/ligament lineage.",8.0,Expression profiling by high throughput sequencing,Homo sapiens,,CCD_CMPD|FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE188354,gp130/STAT3 signaling is required for homeostatic proliferation and anabolism in postnatal growth plate and articular chondrocytes,This SuperSeries is composed of the SubSeries listed below.,8.0,Expression profiling by high throughput sequencing,Homo sapiens; Mus musculus,,FREITEXT_WACHSTUMSFUGE,HAND,-,Handsichtung
GSE193510,A miR-125 / Sirtuin-7 pathway drives pro-calcific potential of myeloid cells in diabetic vascular disease,"Aims/hypothesis. Ectopic calcification is a typical feature of diabetic vascular disease and resembles an accelerated aging phenotype. We previously found an excess of myeloid calcifying cells (MCCs) in diabetic patients. We herein examined molecular and cellular pathways linking atherosclerotic calcification with calcification by myeloid cells in the diabetic milieu. Methods. We first examined the associations among coronary calcification, MCC levels, and mononuclear cell gene expression in a cross-sectional study of 87 type 2 diabetic patients undergoing elective coronary angiography. Then, we undertook in vitro studies on mesenchymal stem cells (MSCs) and on the THP-1 myeloid cells line to verify the causal relationships of the observed associations. Results. Coronary calcification was associated with 2.8-times higher MCC levels (p=0.037) and 50% elevated expression of the osteogenic gene RUNX2 in mononuclear cells, whereas expression of Sirtuin-7 (SIRT7) was inversely correlated with calcification. In standard differentiation assays of MSCs, SIRT7 knockdown activated the osteogenic program and worsened calcification, especially in the presence of high (20 mM) glucose. In the monocytic cell line THP-1, SIRT7 downregulation drove a pro-calcific phenotype, whereas SIRT7 overexpression prevented high-glucose induced calcification. Through the JAK/STAT pathway, high glucose induced miR-125b-5p, which in turn targeted SIRT7 in myeloid cells and was directly associated with coronary calcification. Conclusions/interpretation. We describe a new pathway elicited by high glucose trough the JAK/STAT cascade, involving regulation of SIRT7 by mir-125b-5p driving calcification by myeloid cells. This pathway is associated with coronary calcification in diabetic patients and may be a target to tackle diabetic vascular disease.",8.0,Expression profiling by high throughput sequencing,Homo sapiens,,CCD_CMPD,HAND,-,Handsichtung
GSE113343,"RNA-seq reported in ""Phosphorylated Lamin A/C in the nuclear interior binds active enhancers associated with abnormal transcription in progeria""","LMNA encodes nuclear Lamin A/C that tethers lamina-associated domains (LADs) to the nuclear periphery. Mutations in LMNA cause degenerative disorders including the premature aging disorder Hutchinson-Gilford progeria, but the mechanisms are unknown. We report that Ser22-phosphorylated (pS22) Lamin A/C was localized to the nuclear interior in human fibroblasts throughout the cell cycle. pS22-Lamin A/C interacted with a subset of putative active enhancers, not LADs, at locations co-bound by the transcriptional activator c-Jun. In progeria-patient fibroblasts, a subset of pS22-Lamin A/C-binding sites were lost whereas new pS22-Lamin A/C-binding sites emerged in normally quiescent loci. New pS22-Lamin A/C binding was accompanied by increased histone acetylation, increased c-Jun binding, and upregulation of nearby genes implicated in progeria pathophysiology. These results suggest that Lamin A/C regulates gene expression by enhancer binding. Disruption of the gene regulatory rather than LAD tethering function of Lamin A/C presents a novel mechanism for disorders caused by LMNA mutations. ",8.0,Expression profiling by high throughput sequencing,Homo sapiens,,MPS,HAND,-,Handsichtung
GSE186141,Phenotypic spectrum and molecular basis in a Chinese cohort of osteogenesis imperfecta with mutations in type I collagen,"Osteogenesis imperfecta (OI) is a rare inherited connective tissue dysplasia characterized with skeletal fragility, recurrent fractures and bone deformity, predominantly caused by mutations in the genes COL1A1 or COL1A2 that encode the chains of type I collagen. In the present study, clinical manifestations and genetic variants were analysed from 188 Chinese OI patients, majority of which are of southern China origin. By targeted sequencing, 64 and 58 OI patients were found carrying mutations in COL1A1 and COL1A2 respectively, including 12 novel COL1A1 and 8 novel COL1A2 variants. We identified a COL1A1 hotspot (c.G2461A; p.G821S) in 8 patients and validated two novel splicing mutations. A diverse mutational and phenotypic spectrum was observed, coupling with heterogeneity observed in the transcriptomic data (n=6) derived from osteoblasts of our cohort. Missense mutations were significantly associated (χ2 p=0.0096) with a cluster of patients with more severe clinical phenotypes. Additionally, the severity of OI was more correlated with the quality of bones, rather than the bone mineral density. Bone density is most responsive to bisphosphonate (BP) treatment during the juvenile stage (10-15 y/o). In contrast, height is not responsive to bisphosphonate treatment. Our findings expand the mutational spectrum of type I collagen genes and the genotype-phenotype correlation in Chinese OI patients. The observation of effective BP treatment in an age-specific manner may help to improve OI patient management.",8.0,Expression profiling by high throughput sequencing,Homo sapiens,,OI,HAND,-,Handsichtung
